contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
IBM190118P00130000,IBM,2019-01-18,130.00,put,7.00,7.03,6.85,22,7.20,65,32,3680,2017-11-15,0.25390,-0.26235,0.00805,-0.01391,0.51968,-0.54126
IBM190118C00135000,IBM,2019-01-18,135.00,call,19.00,18.48,18.20,30,18.75,30,4,310,2017-11-15,0.15634,0.74909,0.01277,-0.01218,0.50775,1.08347
IBM190118P00135000,IBM,2019-01-18,135.00,put,8.60,8.65,8.50,22,8.80,40,37,3109,2017-11-15,0.23438,-0.30205,0.00933,-0.01352,0.55619,-0.61941
IBM190118C00140000,IBM,2019-01-18,140.00,call,15.55,15.25,15.10,43,15.40,18,6,1288,2017-11-15,0.15634,0.67619,0.01441,-0.01313,0.57312,0.99528
IBM190118P00140000,IBM,2019-01-18,140.00,put,10.50,10.55,10.30,49,10.80,56,3,2234,2017-11-15,0.23438,-0.35368,0.00995,-0.01421,0.59293,-0.73325
IBM190118C00145000,IBM,2019-01-18,145.00,call,12.13,12.52,12.35,47,12.70,20,261,1954,2017-11-15,0.15634,0.59871,0.01551,-0.01365,0.61664,0.89454
IBM190118P00145000,IBM,2019-01-18,145.00,put,12.90,12.80,12.65,30,12.95,1,8,1130,2017-11-15,0.23438,-0.40621,0.01038,-0.01459,0.61855,-0.85186
IBM190118C00150000,IBM,2019-01-18,150.00,call,10.15,10.12,10.00,3,10.25,10,81,1757,2017-11-15,0.15634,0.51994,0.01598,-0.01371,0.63542,0.78686
IBM190118P00150000,IBM,2019-01-18,150.00,put,15.42,15.45,15.20,30,15.70,20,5,2005,2017-11-15,0.23438,-0.45863,0.01062,-0.01465,0.63279,-0.97341
IBM190118C00155000,IBM,2019-01-18,155.00,call,7.96,8.10,7.95,36,8.25,20,40,1017,2017-11-15,0.15634,0.44296,0.01584,-0.01331,0.62970,0.67780
IBM190118P00155000,IBM,2019-01-18,155.00,put,18.39,18.42,18.15,30,18.70,20,7,741,2017-11-15,0.23438,-0.51004,0.01067,-0.01441,0.63602,-1.09620
IBM190118C00160000,IBM,2019-01-18,160.00,call,6.34,6.45,6.30,28,6.60,20,8,3206,2017-11-15,0.17585,0.39201,0.01370,-0.01417,0.61276,0.59559
IBM190118P00160000,IBM,2019-01-18,160.00,put,21.91,21.75,21.55,24,21.95,20,5,1565,2017-11-15,0.23438,-0.55966,0.01055,-0.01389,0.62909,-1.21874
IBM190118C00165000,IBM,2019-01-18,165.00,call,5.00,5.12,4.95,43,5.30,13,168,933,2017-11-15,0.17585,0.33160,0.01294,-0.01323,0.57866,0.50812
IBM190118P00165000,IBM,2019-01-18,165.00,put,24.30,25.27,25.00,30,25.55,20,1,821,2017-11-15,0.23438,-0.60688,0.01029,-0.01313,0.61324,-1.33974
IBM190118C00170000,IBM,2019-01-18,170.00,call,3.95,3.92,3.80,41,4.05,16,15,1094,2017-11-15,0.17585,0.27689,0.01194,-0.01210,0.53392,0.42750
IBM190118P00170000,IBM,2019-01-18,170.00,put,29.15,29.12,28.80,30,29.45,20,14,1127,2017-11-15,0.25390,-0.63250,0.00930,-0.01389,0.60080,-1.43945
IBM190118C00175000,IBM,2019-01-18,175.00,call,3.10,3.09,2.98,32,3.20,15,17,957,2017-11-15,0.17585,0.22839,0.01079,-0.01085,0.48235,0.35497
IBM190118P00175000,IBM,2019-01-18,175.00,put,13.58,34.02,32.30,23,35.75,15,0,130,2017-11-15,0.27341,-0.65237,0.00847,-0.01464,0.58923,-1.53050
IBM190118C00180000,IBM,2019-01-18,180.00,call,2.48,2.42,2.35,9,2.50,15,24,1468,2017-11-15,0.17585,0.18622,0.00956,-0.00955,0.42743,0.29114
IBM190118P00180000,IBM,2019-01-18,180.00,put,36.50,38.55,36.60,76,40.50,12,85,228,2017-11-15,0.27341,-0.68679,0.00813,-0.01359,0.56514,-1.63459
IBM190118C00185000,IBM,2019-01-18,185.00,call,1.95,1.88,1.81,16,1.94,10,10,696,2017-11-15,0.17585,0.15019,0.00832,-0.00827,0.37214,0.23605
IBM190118P00185000,IBM,2019-01-18,185.00,put,15.00,42.25,40.35,89,44.15,10,0,64,2017-11-15,0.27341,-0.71877,0.00774,-0.01245,0.53797,-1.73607
IBM190118C00190000,IBM,2019-01-18,190.00,call,0.75,1.48,1.39,23,1.56,15,5,1465,2017-11-15,0.17585,0.11989,0.00713,-0.00705,0.31882,0.18933
IBM190118P00190000,IBM,2019-01-18,190.00,put,22.50,46.83,44.65,95,49.00,17,0,160,2017-11-15,0.29292,-0.72713,0.00712,-0.01320,0.53009,-1.81004
IBM190118C00195000,IBM,2019-01-18,195.00,call,1.15,1.17,1.08,23,1.25,15,20,393,2017-11-15,0.17585,0.09480,0.00602,-0.00592,0.26912,0.15034
IBM190118P00195000,IBM,2019-01-18,195.00,put,16.60,51.02,48.55,11,53.50,21,0,20,2017-11-15,0.29292,-0.75362,0.00675,-0.01202,0.50285,-1.90409
IBM190118C00200000,IBM,2019-01-18,200.00,call,0.50,0.93,0.85,23,1.01,15,0,3918,2017-11-15,0.17585,0.07429,0.00501,-0.00491,0.22411,0.11827
IBM190118P00200000,IBM,2019-01-18,200.00,put,55.70,56.02,53.55,11,58.50,20,1,727,2017-11-15,0.31243,-0.75721,0.00628,-0.01284,0.49889,-1.97083
IBM190118C00210000,IBM,2019-01-18,210.00,call,0.60,0.61,0.54,22,0.69,15,2,663,2017-11-15,0.17585,0.04452,0.00335,-0.00326,0.14986,0.07135
IBM190118P00210000,IBM,2019-01-18,210.00,put,34.75,65.03,62.55,11,67.50,15,0,11,2017-11-15,0.31243,-0.79994,0.00562,-0.01046,0.44656,-2.14511
IBM190118C00220000,IBM,2019-01-18,220.00,call,0.26,0.43,0.36,25,0.50,15,0,1232,2017-11-15,0.19536,0.04180,0.00287,-0.00342,0.14241,0.06649
IBM190118P00220000,IBM,2019-01-18,220.00,put,34.35,75.00,72.50,33,77.50,20,0,38,2017-11-15,0.35146,-0.79676,0.00504,-0.01235,0.45079,-2.26270
IBM190118C00230000,IBM,2019-01-18,230.00,call,0.16,0.30,0.25,23,0.36,25,0,689,2017-11-15,0.19536,0.02619,0.00195,-0.00232,0.09689,0.04188
IBM190118P00230000,IBM,2019-01-18,230.00,put,36.00,84.53,82.05,11,87.00,15,0,12,2017-11-15,0.35146,-0.82812,0.00455,-0.01010,0.40640,-2.42102
IBM190118C00240000,IBM,2019-01-18,240.00,call,0.14,0.25,0.18,23,0.32,20,0,344,2017-11-15,0.21487,0.02703,0.00182,-0.00261,0.09948,0.04288
IBM190118P00240000,IBM,2019-01-18,240.00,put,0.00,94.50,92.00,33,97.00,20,0,0,2017-11-15,0.39048,-0.81925,0.00422,-0.01225,0.41956,-2.52995
IBM190118C00250000,IBM,2019-01-18,250.00,call,0.10,0.21,0.15,23,0.27,20,0,1200,2017-11-15,0.21487,0.01779,0.00128,-0.00183,0.06990,0.02835
IBM190118P00250000,IBM,2019-01-18,250.00,put,54.64,104.03,101.55,11,106.50,15,0,20,2017-11-15,0.39048,-0.84350,0.00385,-0.01016,0.38244,-2.67817
IBM200117C00075000,IBM,2020-01-17,75.00,call,38.31,72.50,70.00,28,75.00,28,0,0,2017-11-15,0.01976,1.00000,0.00000,-0.00232,0.00000,1.58890
IBM200117P00075000,IBM,2020-01-17,75.00,put,2.00,2.11,1.97,1,2.26,1,3,480,2017-11-15,0.35146,-0.05392,0.00144,-0.00494,0.23743,-0.21905
IBM200117C00080000,IBM,2020-01-17,80.00,call,0.00,67.50,65.00,28,70.00,28,0,0,2017-11-15,0.01976,1.00000,0.00000,-0.00248,0.00000,1.69483
IBM200117P00080000,IBM,2020-01-17,80.00,put,1.06,1.79,1.07,47,2.50,1,0,141,2017-11-15,0.31243,-0.05396,0.00162,-0.00437,0.23759,-0.21300
IBM200117C00085000,IBM,2020-01-17,85.00,call,0.00,62.75,60.50,13,65.00,21,0,0,2017-11-15,0.01976,1.00000,0.00000,-0.00263,0.00000,1.80075
IBM200117P00085000,IBM,2020-01-17,85.00,put,1.20,2.62,2.18,45,3.05,40,0,74,2017-11-15,0.31243,-0.06998,0.00198,-0.00533,0.29105,-0.27902
IBM200117C00090000,IBM,2020-01-17,90.00,call,29.25,58.00,55.50,28,60.50,28,0,9,2017-11-15,0.01976,1.00000,0.00000,-0.00279,0.00000,1.90668
IBM200117P00090000,IBM,2020-01-17,90.00,put,1.60,3.12,1.80,46,4.45,47,0,79,2017-11-15,0.31243,-0.08821,0.00236,-0.00631,0.34688,-0.35536
IBM200117C00095000,IBM,2020-01-17,95.00,call,28.26,53.00,50.50,28,55.50,28,0,0,2017-11-15,0.01976,1.00000,0.00000,-0.00294,0.00000,2.01261
IBM200117P00095000,IBM,2020-01-17,95.00,put,2.12,3.90,2.85,46,4.95,50,0,59,2017-11-15,0.29292,-0.09906,0.00274,-0.00640,0.37789,-0.39492
IBM200117C00100000,IBM,2020-01-17,100.00,call,24.50,48.25,46.00,11,50.50,30,0,39,2017-11-15,0.01976,1.00000,0.00000,-0.00310,0.00000,2.11853
IBM200117P00100000,IBM,2020-01-17,100.00,put,4.75,4.80,4.10,56,5.50,2,2,130,2017-11-15,0.29292,-0.12138,0.00318,-0.00736,0.43723,-0.48885
IBM200117C00105000,IBM,2020-01-17,105.00,call,25.56,43.58,41.15,11,46.00,30,0,5,2017-11-15,0.01976,1.00000,0.00000,-0.00325,0.00000,2.22446
IBM200117P00105000,IBM,2020-01-17,105.00,put,5.55,5.38,3.90,3,6.85,3,1,63,2017-11-15,0.29292,-0.14568,0.00360,-0.00829,0.49575,-0.59286
IBM200117C00110000,IBM,2020-01-17,110.00,call,38.90,39.77,38.50,1,41.05,16,1,138,2017-11-15,0.01976,1.00000,0.00000,-0.00341,0.00000,2.33039
IBM200117P00110000,IBM,2020-01-17,110.00,put,5.58,6.25,5.55,51,6.95,1,150,158,2017-11-15,0.27341,-0.16226,0.00414,-0.00822,0.53240,-0.65300
IBM200117C00115000,IBM,2020-01-17,115.00,call,18.40,35.25,33.00,16,37.50,23,0,29,2017-11-15,0.09780,0.97469,0.00279,-0.00423,0.12806,2.35077
IBM200117P00115000,IBM,2020-01-17,115.00,put,3.28,7.05,5.80,112,8.30,102,0,65,2017-11-15,0.25390,-0.18081,0.00478,-0.00808,0.57055,-0.71938
IBM200117C00120000,IBM,2020-01-17,120.00,call,17.09,31.65,29.85,1,33.45,16,0,40,2017-11-15,0.13683,0.89167,0.00627,-0.00664,0.40326,2.15931
IBM200117P00120000,IBM,2020-01-17,120.00,put,8.60,9.38,8.35,89,10.40,112,6,339,2017-11-15,0.27341,-0.22086,0.00501,-0.00976,0.64343,-0.90775
IBM200117C00125000,IBM,2020-01-17,125.00,call,28.40,28.75,27.10,90,30.40,98,3,21,2017-11-15,0.15634,0.82409,0.00763,-0.00846,0.56076,2.00792
IBM200117P00125000,IBM,2020-01-17,125.00,put,10.70,10.03,9.25,93,10.80,1,2,23,2017-11-15,0.25390,-0.24526,0.00571,-0.00946,0.68200,-0.99648
IBM200117C00130000,IBM,2020-01-17,130.00,call,12.67,25.38,23.85,65,26.90,85,0,67,2017-11-15,0.15634,0.77663,0.00881,-0.00921,0.64760,1.93362
IBM200117P00130000,IBM,2020-01-17,130.00,put,12.50,12.32,10.85,114,13.80,109,2,183,2017-11-15,0.25390,-0.27938,0.00611,-0.00999,0.72909,-1.14753
IBM200117C00135000,IBM,2020-01-17,135.00,call,11.61,21.65,19.55,102,23.75,94,0,15,2017-11-15,0.15634,0.72477,0.00985,-0.00982,0.72377,1.83916
IBM200117P00135000,IBM,2020-01-17,135.00,put,6.85,13.45,11.90,130,15.00,27,0,205,2017-11-15,0.25390,-0.31425,0.00645,-0.01041,0.76945,-1.30522
IBM200117C00140000,IBM,2020-01-17,140.00,call,18.74,19.88,18.35,23,21.40,2,12,562,2017-11-15,0.17585,0.66191,0.00959,-0.01123,0.79274,1.66972
IBM200117P00140000,IBM,2020-01-17,140.00,put,7.97,16.48,15.95,102,17.00,50,0,239,2017-11-15,0.25390,-0.34951,0.00672,-0.01070,0.80269,-1.46828
IBM200117C00145000,IBM,2020-01-17,145.00,call,16.55,16.55,16.15,16,16.95,15,78,2065,2017-11-15,0.15634,0.61294,0.01129,-0.01053,0.83010,1.60520
IBM200117P00145000,IBM,2020-01-17,145.00,put,19.00,18.95,17.00,111,20.90,37,74,750,2017-11-15,0.25390,-0.38481,0.00694,-0.01087,0.82868,-1.63553
IBM200117C00150000,IBM,2020-01-17,150.00,call,14.04,14.27,13.60,50,14.95,30,14,358,2017-11-15,0.15634,0.55562,0.01165,-0.01060,0.85657,1.47423
IBM200117P00150000,IBM,2020-01-17,150.00,put,21.79,21.70,20.40,65,23.00,30,24,263,2017-11-15,0.25390,-0.41984,0.00710,-0.01093,0.84747,-1.80581
IBM200117C00155000,IBM,2020-01-17,155.00,call,12.10,12.25,11.70,39,12.80,1,1,162,2017-11-15,0.15634,0.49903,0.01177,-0.01049,0.86499,1.33954
IBM200117P00155000,IBM,2020-01-17,155.00,put,11.63,24.62,23.00,106,26.25,30,0,57,2017-11-15,0.25390,-0.45435,0.00720,-0.01086,0.85932,-1.97811
IBM200117C00160000,IBM,2020-01-17,160.00,call,9.80,11.15,10.05,22,12.25,34,34,218,2017-11-15,0.17585,0.46117,0.01041,-0.01133,0.86089,1.22253
IBM200117P00160000,IBM,2020-01-17,160.00,put,13.35,28.77,27.15,97,30.40,47,0,250,2017-11-15,0.27341,-0.47789,0.00672,-0.01174,0.86367,-2.15552
IBM200117C00165000,IBM,2020-01-17,165.00,call,11.34,9.82,8.45,56,11.20,37,4,410,2017-11-15,0.17585,0.41442,0.01022,-0.01099,0.84501,1.10898
IBM200117P00165000,IBM,2020-01-17,165.00,put,29.45,31.22,29.65,101,32.80,32,3,13,2017-11-15,0.25390,-0.52089,0.00724,-0.01043,0.86381,-2.32516
IBM200117C00170000,IBM,2020-01-17,170.00,call,8.50,7.95,7.00,90,8.90,30,18,105,2017-11-15,0.17585,0.37018,0.00990,-0.01054,0.81878,0.99907
IBM200117P00170000,IBM,2020-01-17,170.00,put,34.62,34.42,32.50,99,36.35,31,4,64,2017-11-15,0.25390,-0.55257,0.00718,-0.01007,0.85747,-2.49840
IBM200117C00175000,IBM,2020-01-17,175.00,call,3.20,7.58,6.25,18,8.90,45,0,279,2017-11-15,0.17585,0.32881,0.00948,-0.01000,0.78407,0.89428
IBM200117P00175000,IBM,2020-01-17,175.00,put,18.63,38.22,36.05,66,40.40,30,0,19,2017-11-15,0.27341,-0.56628,0.00664,-0.01082,0.85303,-2.65316
IBM200117C00180000,IBM,2020-01-17,180.00,call,6.33,6.43,5.15,38,7.70,37,4,212,2017-11-15,0.17585,0.29051,0.00899,-0.00940,0.74280,0.79568
IBM200117P00180000,IBM,2020-01-17,180.00,put,42.72,42.08,40.00,108,44.15,32,1,32,2017-11-15,0.27341,-0.59360,0.00654,-0.01038,0.84107,-2.81752
IBM200117C00185000,IBM,2020-01-17,185.00,call,2.65,5.75,4.15,46,7.35,8,5,106,2017-11-15,0.17585,0.25540,0.00843,-0.00876,0.69680,0.70400
IBM200117P00185000,IBM,2020-01-17,185.00,put,23.35,46.60,44.20,18,49.00,15,0,5,2017-11-15,0.27341,-0.61974,0.00642,-0.00987,0.82573,-2.98049
IBM200117C00190000,IBM,2020-01-17,190.00,call,1.86,3.69,1.88,46,5.50,20,0,57,2017-11-15,0.15634,0.18782,0.00795,-0.00654,0.58421,0.53184
IBM200117P00190000,IBM,2020-01-17,190.00,put,24.51,50.55,48.10,16,53.00,20,0,37,2017-11-15,0.27341,-0.64468,0.00628,-0.00932,0.80747,-3.14180
IBM200117C00195000,IBM,2020-01-17,195.00,call,1.66,3.38,1.76,51,5.00,1,0,63,2017-11-15,0.17585,0.19470,0.00722,-0.00742,0.59724,0.54274
IBM200117P00195000,IBM,2020-01-17,195.00,put,27.00,54.98,52.50,37,57.45,15,0,12,2017-11-15,0.29292,-0.64752,0.00585,-0.01009,0.80516,-3.26832
IBM200117C00200000,IBM,2020-01-17,200.00,call,2.86,2.82,2.43,2,3.20,1,111,379,2017-11-15,0.17585,0.16893,0.00661,-0.00675,0.54647,0.47325
IBM200117P00200000,IBM,2020-01-17,200.00,put,58.75,59.25,57.00,22,61.50,15,9,181,2017-11-15,0.29292,-0.66904,0.00571,-0.00951,0.78613,-3.42179
IBM200117C00210000,IBM,2020-01-17,210.00,call,1.32,2.45,1.55,1,3.35,10,0,406,2017-11-15,0.17585,0.12577,0.00542,-0.00549,0.44825,0.35542
IBM200117P00210000,IBM,2020-01-17,210.00,put,33.15,68.00,65.50,35,70.50,25,0,2,2017-11-15,0.31243,-0.68724,0.00523,-0.00973,0.76787,-3.68628
IBM200117C00220000,IBM,2020-01-17,220.00,call,1.55,1.53,1.06,47,2.00,19,0,1104,2017-11-15,0.17585,0.09240,0.00434,-0.00437,0.35905,0.26310
IBM200117P00220000,IBM,2020-01-17,220.00,put,37.15,77.00,74.50,28,79.50,20,0,9,2017-11-15,0.31243,-0.72209,0.00495,-0.00851,0.72722,-3.97585
IBM200117C00230000,IBM,2020-01-17,230.00,call,1.23,1.88,1.05,2,2.70,20,154,1085,2017-11-15,0.19536,0.09330,0.00394,-0.00484,0.36162,0.26237
IBM200117P00230000,IBM,2020-01-17,230.00,put,41.90,86.47,84.00,30,88.95,10,0,7,2017-11-15,0.33194,-0.73151,0.00458,-0.00879,0.71490,-4.21861
