contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
IBM171117C00075000,IBM,2017-11-17,75.00,call,38.35,72.28,70.45,4,74.10,5,0,0,2017-11-15,4.21478,0.98970,0.00060,-0.31606,0.00298,0.00402
IBM171117P00075000,IBM,2017-11-17,75.00,put,0.00,0.01,0.00,0,0.03,50,0,0,2017-11-15,3.06358,-0.00102,0.00010,-0.02861,0.00037,-0.00001
IBM171117C00080000,IBM,2017-11-17,80.00,call,35.83,67.18,65.15,4,69.20,5,0,0,2017-11-15,3.43431,0.99419,0.00044,-0.15708,0.00180,0.00433
IBM171117P00080000,IBM,2017-11-17,80.00,put,0.00,0.01,0.00,0,0.03,50,0,0,2017-11-15,2.79042,-0.00114,0.00012,-0.02873,0.00041,-0.00001
IBM171117C00085000,IBM,2017-11-17,85.00,call,33.36,62.17,60.30,4,64.05,5,0,0,2017-11-15,3.06358,0.99433,0.00048,-0.13749,0.00176,0.00461
IBM171117P00085000,IBM,2017-11-17,85.00,put,0.00,0.01,0.00,0,0.03,50,0,0,2017-11-15,2.51726,-0.00120,0.00014,-0.02716,0.00043,-0.00001
IBM171117C00090000,IBM,2017-11-17,90.00,call,30.77,57.10,55.25,4,58.95,5,0,0,2017-11-15,0.01976,1.00000,0.00000,-0.00286,0.00000,0.00493
IBM171117P00090000,IBM,2017-11-17,90.00,put,0.01,0.01,0.00,0,0.03,50,0,50,2017-11-15,2.28312,-0.00139,0.00018,-0.02821,0.00049,-0.00001
IBM171117C00095000,IBM,2017-11-17,95.00,call,28.43,52.15,50.25,3,54.05,5,0,0,2017-11-15,2.38067,0.99491,0.00057,-0.09822,0.00160,0.00516
IBM171117P00095000,IBM,2017-11-17,95.00,put,0.02,0.01,0.00,0,0.01,30,0,2927,2017-11-15,2.04897,-0.00154,0.00022,-0.02792,0.00055,-0.00001
IBM171117C00100000,IBM,2017-11-17,100.00,call,0.00,47.23,45.25,4,49.20,5,0,0,2017-11-15,2.43921,0.98706,0.00125,-0.22444,0.00363,0.00537
IBM171117P00100000,IBM,2017-11-17,100.00,put,0.02,0.01,0.00,0,0.01,28,0,1357,2017-11-15,1.81483,-0.00164,0.00027,-0.02612,0.00058,-0.00001
IBM171117C00105000,IBM,2017-11-17,105.00,call,23.47,42.05,40.05,9,44.05,5,0,0,2017-11-15,0.01976,1.00000,0.00000,-0.00334,0.00000,0.00575
IBM171117P00105000,IBM,2017-11-17,105.00,put,0.01,0.01,0.00,0,0.01,16,0,908,2017-11-15,1.60021,-0.00183,0.00034,-0.02547,0.00064,-0.00002
IBM171117C00110000,IBM,2017-11-17,110.00,call,0.00,37.15,35.20,4,39.10,5,0,0,2017-11-15,1.63923,0.99298,0.00109,-0.09061,0.00213,0.00597
IBM171117P00110000,IBM,2017-11-17,110.00,put,0.01,0.01,0.00,0,0.03,50,0,71,2017-11-15,1.40509,-0.00221,0.00045,-0.02651,0.00075,-0.00002
IBM171117C00115000,IBM,2017-11-17,115.00,call,0.00,32.23,30.35,4,34.10,5,0,0,2017-11-15,1.63923,0.98169,0.00252,-0.20398,0.00489,0.00615
IBM171117P00115000,IBM,2017-11-17,115.00,put,0.01,0.01,0.00,0,0.03,31,0,311,2017-11-15,1.20997,-0.00260,0.00061,-0.02649,0.00088,-0.00002
IBM171117C00120000,IBM,2017-11-17,120.00,call,15.89,27.57,26.75,6,28.40,6,0,3,2017-11-15,1.77581,0.94687,0.00560,-0.52679,0.01179,0.00612
IBM171117P00120000,IBM,2017-11-17,120.00,put,0.01,0.01,0.00,0,0.02,46,0,218,2017-11-15,1.01485,-0.00299,0.00083,-0.02518,0.00099,-0.00002
IBM171117C00125000,IBM,2017-11-17,125.00,call,13.44,22.30,21.75,11,22.85,2,0,0,2017-11-15,1.24899,0.96468,0.00572,-0.26850,0.00848,0.00655
IBM171117P00125000,IBM,2017-11-17,125.00,put,0.01,0.01,0.00,0,0.01,30,0,380,2017-11-15,0.81974,-0.00332,0.00112,-0.02235,0.00109,-0.00003
IBM171117C00127000,IBM,2017-11-17,127.00,call,0.00,20.60,19.80,11,21.40,1,0,0,2017-11-15,1.40509,0.92857,0.00891,-0.52529,0.01485,0.00636
IBM171117P00127000,IBM,2017-11-17,127.00,put,0.00,0.01,0.00,0,0.03,33,0,0,2017-11-15,0.76120,-0.00418,0.00149,-0.02554,0.00134,-0.00003
IBM171117C00128000,IBM,2017-11-17,128.00,call,0.00,19.40,18.60,11,20.20,2,0,0,2017-11-15,1.19046,0.94771,0.00824,-0.35015,0.01164,0.00658
IBM171117P00128000,IBM,2017-11-17,128.00,put,0.00,0.01,0.00,0,0.03,29,0,0,2017-11-15,0.72218,-0.00427,0.00160,-0.02469,0.00137,-0.00004
IBM171117C00129000,IBM,2017-11-17,129.00,call,0.00,18.80,17.85,11,19.75,5,0,0,2017-11-15,1.40509,0.90575,0.01098,-0.64638,0.01830,0.00627
IBM171117P00129000,IBM,2017-11-17,129.00,put,0.00,0.01,0.00,0,0.03,25,0,0,2017-11-15,0.68315,-0.00436,0.00172,-0.02377,0.00139,-0.00004
IBM171117C00130000,IBM,2017-11-17,130.00,call,10.76,17.73,16.65,26,18.80,16,0,0,2017-11-15,1.30753,0.90755,0.01163,-0.59329,0.01804,0.00634
IBM171117P00130000,IBM,2017-11-17,130.00,put,0.01,0.01,0.00,0,0.01,1,0,963,2017-11-15,0.64413,-0.00444,0.00185,-0.02277,0.00142,-0.00004
IBM171117C00131000,IBM,2017-11-17,131.00,call,0.00,16.88,15.75,11,18.00,11,0,0,2017-11-15,1.30753,0.89374,0.01288,-0.65646,0.01997,0.00628
IBM171117P00131000,IBM,2017-11-17,131.00,put,0.01,0.01,0.00,0,0.03,16,0,1,2017-11-15,0.60511,-0.00451,0.00200,-0.02168,0.00143,-0.00004
IBM171117C00132000,IBM,2017-11-17,132.00,call,0.00,15.85,14.75,11,16.95,11,0,0,2017-11-15,1.22948,0.89183,0.01388,-0.62548,0.02023,0.00632
IBM171117P00132000,IBM,2017-11-17,132.00,put,0.02,0.01,0.00,0,0.03,16,0,5,2017-11-15,0.56608,-0.00456,0.00216,-0.02052,0.00145,-0.00004
IBM171117C00133000,IBM,2017-11-17,133.00,call,14.45,14.18,14.05,15,14.30,15,1,0,2017-11-15,0.70267,0.97526,0.00757,-0.11492,0.00631,0.00708
IBM171117P00133000,IBM,2017-11-17,133.00,put,0.00,0.01,0.00,0,0.03,12,0,0,2017-11-15,0.54657,-0.00600,0.00286,-0.02526,0.00185,-0.00005
IBM171117C00134000,IBM,2017-11-17,134.00,call,0.00,13.65,12.65,12,14.65,16,0,0,2017-11-15,1.01485,0.89973,0.01591,-0.48957,0.01915,0.00650
IBM171117P00134000,IBM,2017-11-17,134.00,put,0.00,0.01,0.00,0,0.03,12,0,0,2017-11-15,0.50755,-0.00616,0.00315,-0.02400,0.00189,-0.00005
IBM171117C00135000,IBM,2017-11-17,135.00,call,6.78,12.18,12.05,15,12.30,15,0,75,2017-11-15,0.60511,0.97382,0.00922,-0.10423,0.00661,0.00718
IBM171117P00135000,IBM,2017-11-17,135.00,put,0.04,0.01,0.00,0,0.01,3,2,2745,2017-11-15,0.46853,-0.00631,0.00349,-0.02265,0.00194,-0.00005
IBM171117C00136000,IBM,2017-11-17,136.00,call,0.00,11.90,10.75,23,13.05,11,0,0,2017-11-15,1.01485,0.86055,0.02009,-0.61690,0.02417,0.00628
IBM171117P00136000,IBM,2017-11-17,136.00,put,0.00,0.01,0.00,0,0.03,6,0,0,2017-11-15,0.42950,-0.00647,0.00388,-0.02121,0.00198,-0.00005
IBM171117C00137000,IBM,2017-11-17,137.00,call,0.00,10.78,9.75,11,11.80,11,0,0,2017-11-15,0.89778,0.86532,0.02217,-0.53347,0.02360,0.00638
IBM171117P00137000,IBM,2017-11-17,137.00,put,0.00,0.01,0.00,0,0.02,2,0,0,2017-11-15,0.39048,-0.00661,0.00436,-0.01967,0.00202,-0.00005
IBM171117C00138000,IBM,2017-11-17,138.00,call,0.00,9.95,8.80,12,11.10,11,0,0,2017-11-15,0.89778,0.84015,0.02487,-0.59788,0.02648,0.00623
IBM171117P00138000,IBM,2017-11-17,138.00,put,0.00,0.01,0.00,0,0.02,2,0,0,2017-11-15,0.35146,-0.00675,0.00493,-0.01803,0.00206,-0.00005
IBM171117C00139000,IBM,2017-11-17,139.00,call,0.00,8.80,7.75,11,9.85,11,0,0,2017-11-15,0.78071,0.84377,0.02818,-0.51274,0.02608,0.00632
IBM171117P00139000,IBM,2017-11-17,139.00,put,0.01,0.01,0.00,0,0.02,2,0,5,2017-11-15,0.33194,-0.01017,0.00748,-0.02440,0.00295,-0.00008
IBM171117C00140000,IBM,2017-11-17,140.00,call,7.70,7.20,7.10,20,7.30,25,8,226,2017-11-15,0.40999,0.95025,0.02301,-0.11885,0.01118,0.00726
IBM171117P00140000,IBM,2017-11-17,140.00,put,0.02,0.01,0.01,5,0.02,2,13,3848,2017-11-15,0.29292,-0.01086,0.00898,-0.02278,0.00312,-0.00009
IBM171117C00141000,IBM,2017-11-17,141.00,call,0.00,6.50,5.85,16,7.15,16,0,0,2017-11-15,0.52706,0.86579,0.03768,-0.31411,0.02355,0.00662
IBM171117P00141000,IBM,2017-11-17,141.00,put,0.02,0.02,0.01,18,0.03,10,0,42,2017-11-15,0.27341,-0.01761,0.01459,-0.03225,0.00473,-0.00014
IBM171117C00142000,IBM,2017-11-17,142.00,call,0.00,5.57,4.80,16,6.35,40,0,0,2017-11-15,0.48804,0.84051,0.04569,-0.32633,0.02644,0.00647
IBM171117P00142000,IBM,2017-11-17,142.00,put,0.07,0.04,0.01,43,0.08,1,16,189,2017-11-15,0.27341,-0.03948,0.02864,-0.06327,0.00928,-0.00032
IBM171117C00143000,IBM,2017-11-17,143.00,call,0.00,4.22,4.10,15,4.35,15,0,0,2017-11-15,0.27341,0.92073,0.04959,-0.11405,0.01608,0.00719
IBM171117P00143000,IBM,2017-11-17,143.00,put,0.07,0.07,0.03,39,0.10,98,210,92,2017-11-15,0.25390,-0.06465,0.04567,-0.08697,0.01375,-0.00053
IBM171117C00144000,IBM,2017-11-17,144.00,call,2.38,3.27,3.15,15,3.40,15,0,35,2017-11-15,0.25390,0.87412,0.07483,-0.14696,0.02253,0.00687
IBM171117P00144000,IBM,2017-11-17,144.00,put,0.13,0.10,0.08,44,0.12,15,132,362,2017-11-15,0.21487,-0.08834,0.06845,-0.09326,0.01744,-0.00072
IBM171117C00145000,IBM,2017-11-17,145.00,call,2.20,2.37,2.30,25,2.44,26,186,416,2017-11-15,0.23438,0.79985,0.10974,-0.18237,0.03050,0.00632
IBM171117P00145000,IBM,2017-11-17,145.00,put,0.21,0.21,0.18,2,0.23,57,1021,2800,2017-11-15,0.21487,-0.17984,0.11209,-0.15255,0.02856,-0.00146
IBM171117C00146000,IBM,2017-11-17,146.00,call,1.65,1.55,1.49,26,1.61,3,164,20,2017-11-15,0.19536,0.70218,0.16291,-0.18753,0.03773,0.00558
IBM171117P00146000,IBM,2017-11-17,146.00,put,0.40,0.42,0.39,50,0.44,11,885,750,2017-11-15,0.19536,-0.29782,0.16291,-0.18289,0.03773,-0.00242
IBM171117C00147000,IBM,2017-11-17,147.00,call,0.88,0.92,0.86,10,0.98,2,2069,180,2017-11-15,0.19536,0.52338,0.18722,-0.21422,0.04337,0.00417
IBM171117P00147000,IBM,2017-11-17,147.00,put,0.81,0.76,0.70,20,0.81,31,1761,2096,2017-11-15,0.19536,-0.47662,0.18722,-0.20955,0.04337,-0.00389
IBM171117C00148000,IBM,2017-11-17,148.00,call,0.44,0.46,0.42,6,0.51,10,2964,903,2017-11-15,0.19536,0.34084,0.17241,-0.19662,0.03994,0.00272
IBM171117P00148000,IBM,2017-11-17,148.00,put,1.42,1.31,1.25,25,1.36,26,230,801,2017-11-15,0.17585,-0.67624,0.18767,-0.16882,0.03913,-0.00552
IBM171117C00149000,IBM,2017-11-17,149.00,call,0.27,0.23,0.18,6,0.27,38,1234,1469,2017-11-15,0.19536,0.19056,0.12780,-0.14546,0.02960,0.00152
IBM171117P00149000,IBM,2017-11-17,149.00,put,2.16,2.05,1.98,10,2.13,25,164,409,2017-11-15,0.17585,-0.83510,0.12959,-0.11481,0.02702,-0.00684
IBM171117C00150000,IBM,2017-11-17,150.00,call,0.13,0.11,0.07,32,0.14,96,3551,8363,2017-11-15,0.21487,0.11210,0.08146,-0.11200,0.02075,0.00090
IBM171117P00150000,IBM,2017-11-17,150.00,put,3.03,2.94,2.83,39,3.05,45,1080,2347,2017-11-15,0.17585,-0.93168,0.06882,-0.05864,0.01435,-0.00767
IBM171117C00152500,IBM,2017-11-17,152.50,call,0.05,0.04,0.01,33,0.07,44,388,2927,2017-11-15,0.27341,0.03852,0.02807,-0.06238,0.00910,0.00031
IBM171117P00152500,IBM,2017-11-17,152.50,put,5.30,5.38,5.25,27,5.50,25,31,1056,2017-11-15,0.01976,-1.00000,0.00000,0.00485,0.00000,-0.00836
IBM171117C00155000,IBM,2017-11-17,155.00,call,0.04,0.03,0.01,76,0.06,64,232,5460,2017-11-15,0.35146,0.02300,0.01424,-0.05224,0.00593,0.00018
IBM171117P00155000,IBM,2017-11-17,155.00,put,7.98,7.92,7.75,25,8.10,1,685,4242,2017-11-15,0.35146,-0.97700,0.01424,-0.04732,0.00593,-0.00831
IBM171117C00157500,IBM,2017-11-17,157.50,call,0.01,0.01,0.00,0,0.04,3,12,3194,2017-11-15,0.37097,0.00672,0.00466,-0.01902,0.00205,0.00005
IBM171117P00157500,IBM,2017-11-17,157.50,put,10.19,10.35,10.25,20,10.45,20,9,473,2017-11-15,0.01976,-1.00000,0.00000,0.00501,0.00000,-0.00863
IBM171117C00160000,IBM,2017-11-17,160.00,call,0.02,0.03,0.01,3,0.05,81,49,15349,2017-11-15,0.52706,0.01644,0.00714,-0.05887,0.00446,0.00013
IBM171117P00160000,IBM,2017-11-17,160.00,put,12.90,12.85,12.75,25,12.95,20,36,2546,2017-11-15,0.01976,-1.00000,0.00000,0.00508,0.00000,-0.00877
IBM171117C00162500,IBM,2017-11-17,162.50,call,0.03,0.01,0.00,0,0.03,3,5,498,2017-11-15,0.52706,0.00569,0.00283,-0.02330,0.00177,0.00005
IBM171117P00162500,IBM,2017-11-17,162.50,put,6.39,15.82,14.75,19,16.90,10,0,0,2017-11-15,0.97583,-0.91010,0.01527,-0.42626,0.01767,-0.00820
IBM171117C00165000,IBM,2017-11-17,165.00,call,0.02,0.01,0.01,4,0.02,3,685,3979,2017-11-15,0.60511,0.00554,0.00241,-0.02614,0.00173,0.00004
IBM171117P00165000,IBM,2017-11-17,165.00,put,18.42,18.70,17.70,11,19.70,10,2,62,2017-11-15,1.28802,-0.87617,0.01458,-0.71233,0.02227,-0.00809
IBM171117C00167500,IBM,2017-11-17,167.50,call,0.01,0.01,0.00,0,0.02,5,0,54,2017-11-15,0.66364,0.00442,0.00179,-0.02344,0.00141,0.00004
IBM171117P00167500,IBM,2017-11-17,167.50,put,3.60,20.88,19.90,11,21.85,2,0,5,2017-11-15,1.22948,-0.91633,0.01149,-0.50975,0.01675,-0.00853
IBM171117C00170000,IBM,2017-11-17,170.00,call,0.01,0.01,0.00,0,0.01,5,41,2278,2017-11-15,0.72218,0.00370,0.00140,-0.02172,0.00120,0.00003
IBM171117P00170000,IBM,2017-11-17,170.00,put,8.68,23.68,22.25,13,25.10,5,0,78,2017-11-15,1.50265,-0.89336,0.01124,-0.74726,0.02002,-0.00850
IBM171117C00172500,IBM,2017-11-17,172.50,call,0.05,0.01,0.00,0,0.05,11,0,7,2017-11-15,0.80022,0.00393,0.00134,-0.02540,0.00127,0.00003
IBM171117P00172500,IBM,2017-11-17,172.50,put,9.65,26.12,24.75,12,27.50,5,0,0,2017-11-15,1.58069,-0.90359,0.00993,-0.73017,0.01861,-0.00872
IBM171117C00175000,IBM,2017-11-17,175.00,call,0.01,0.01,0.00,0,0.01,25,0,1048,2017-11-15,0.85876,0.00347,0.00112,-0.02442,0.00114,0.00003
IBM171117P00175000,IBM,2017-11-17,175.00,put,10.30,28.48,27.00,6,29.95,5,0,0,2017-11-15,1.60021,-0.92020,0.00852,-0.64117,0.01616,-0.00898
IBM171117C00177500,IBM,2017-11-17,177.50,call,0.00,0.01,0.00,0,0.04,16,0,0,2017-11-15,0.91729,0.00315,0.00096,-0.02389,0.00104,0.00002
IBM171117P00177500,IBM,2017-11-17,177.50,put,0.00,31.27,29.90,12,32.65,5,0,0,2017-11-15,1.85386,-0.90318,0.00849,-0.85976,0.01866,-0.00899
IBM171117C00180000,IBM,2017-11-17,180.00,call,0.04,0.01,0.00,0,0.01,29,2,2868,2017-11-15,0.97583,0.00291,0.00084,-0.02369,0.00097,0.00002
IBM171117P00180000,IBM,2017-11-17,180.00,put,12.80,33.65,32.45,61,34.85,10,0,380,2017-11-15,1.89288,-0.91466,0.00757,-0.79888,0.01699,-0.00922
IBM171117C00182500,IBM,2017-11-17,182.50,call,0.02,0.01,0.00,0,0.03,18,0,20,2017-11-15,1.05388,0.00322,0.00085,-0.02800,0.00106,0.00003
IBM171117P00182500,IBM,2017-11-17,182.50,put,13.93,35.60,33.65,4,37.55,5,0,0,2017-11-15,1.54167,-0.96652,0.00444,-0.30700,0.00811,-0.00974
IBM171117C00185000,IBM,2017-11-17,185.00,call,0.02,0.01,0.00,0,0.03,16,0,4,2017-11-15,1.11241,0.00305,0.00077,-0.02816,0.00101,0.00002
IBM171117P00185000,IBM,2017-11-17,185.00,put,15.23,38.10,36.15,4,40.05,5,0,0,2017-11-15,1.61972,-0.96795,0.00407,-0.31112,0.00782,-0.00989
IBM171117C00187500,IBM,2017-11-17,187.50,call,0.00,0.01,0.00,0,0.04,34,0,0,2017-11-15,1.15144,0.00253,0.00062,-0.02456,0.00085,0.00002
IBM171117P00187500,IBM,2017-11-17,187.50,put,16.53,40.67,38.60,4,42.75,5,0,0,2017-11-15,1.77581,-0.96245,0.00423,-0.38988,0.00891,-0.00999
IBM171117C00190000,IBM,2017-11-17,190.00,call,0.01,0.01,0.00,0,0.01,42,0,287,2017-11-15,1.20997,0.00246,0.00058,-0.02524,0.00083,0.00002
IBM171117P00190000,IBM,2017-11-17,190.00,put,22.38,43.05,41.15,4,44.95,5,0,0,2017-11-15,1.69776,-0.97575,0.00308,-0.25736,0.00620,-0.01022
IBM171117C00195000,IBM,2017-11-17,195.00,call,0.01,0.01,0.00,0,0.01,16,0,282,2017-11-15,1.32704,0.00240,0.00052,-0.02705,0.00082,0.00002
IBM171117P00195000,IBM,2017-11-17,195.00,put,24.80,48.03,46.10,4,49.95,5,0,0,2017-11-15,1.79532,-0.98002,0.00247,-0.23031,0.00527,-0.01053
IBM171117C00200000,IBM,2017-11-17,200.00,call,0.01,0.01,0.00,0,0.01,13,0,261,2017-11-15,1.42460,0.00212,0.00043,-0.02592,0.00073,0.00002
IBM171117P00200000,IBM,2017-11-17,200.00,put,22.65,53.05,51.20,4,54.90,5,0,0,2017-11-15,1.97093,-0.97894,0.00236,-0.26516,0.00551,-0.01080
IBM171117C00205000,IBM,2017-11-17,205.00,call,0.01,0.01,0.00,0,0.03,14,0,15,2017-11-15,1.54167,0.00218,0.00041,-0.02879,0.00075,0.00002
IBM171117P00205000,IBM,2017-11-17,205.00,put,29.80,57.98,56.00,4,59.95,5,0,0,2017-11-15,1.95142,-0.98696,0.00158,-0.17185,0.00365,-0.01113
IBM171117C00210000,IBM,2017-11-17,210.00,call,0.01,0.01,0.00,0,0.04,10,0,5,2017-11-15,1.63923,0.00204,0.00036,-0.02875,0.00070,0.00002
IBM171117P00210000,IBM,2017-11-17,210.00,put,32.33,62.98,61.00,9,64.95,5,0,0,2017-11-15,2.06849,-0.98771,0.00142,-0.17290,0.00347,-0.01141
IBM171117C00215000,IBM,2017-11-17,215.00,call,0.00,0.01,0.00,0,0.03,16,0,0,2017-11-15,1.73679,0.00194,0.00033,-0.02921,0.00067,0.00002
IBM171117P00215000,IBM,2017-11-17,215.00,put,34.85,68.05,66.00,9,70.10,5,0,0,2017-11-15,2.36116,-0.98141,0.00177,-0.28578,0.00496,-0.01164
IBM171124C00095000,IBM,2017-11-24,95.00,call,0.00,52.27,50.05,1,54.50,20,0,0,2017-11-15,1.30753,0.98725,0.00109,-0.05820,0.00761,0.02292
IBM171124P00095000,IBM,2017-11-24,95.00,put,0.00,0.01,0.00,0,0.03,46,0,0,2017-11-15,0.95632,-0.00140,0.00021,-0.00562,0.00106,-0.00005
IBM171124C00100000,IBM,2017-11-24,100.00,call,0.00,47.20,44.90,6,49.50,20,0,0,2017-11-15,1.07339,0.99124,0.00096,-0.03582,0.00548,0.02431
IBM171124P00100000,IBM,2017-11-24,100.00,put,0.00,0.01,0.00,0,0.03,45,0,0,2017-11-15,0.85876,-0.00169,0.00027,-0.00597,0.00125,-0.00006
IBM171124C00105000,IBM,2017-11-24,105.00,call,0.00,42.27,40.05,1,44.50,20,0,0,2017-11-15,1.03437,0.98456,0.00162,-0.05478,0.00897,0.02529
IBM171124P00105000,IBM,2017-11-24,105.00,put,0.02,0.01,0.00,0,0.03,47,0,0,2017-11-15,0.76120,-0.00197,0.00036,-0.00610,0.00144,-0.00007
IBM171124C00110000,IBM,2017-11-24,110.00,call,0.00,37.23,34.95,1,39.50,15,0,0,2017-11-15,0.85876,0.98695,0.00169,-0.04044,0.00776,0.02662
IBM171124P00110000,IBM,2017-11-24,110.00,put,0.00,0.01,0.00,0,0.03,41,0,0,2017-11-15,0.66364,-0.00223,0.00046,-0.00595,0.00162,-0.00008
IBM171124C00115000,IBM,2017-11-24,115.00,call,0.00,32.15,30.30,11,34.00,11,0,0,2017-11-15,0.60511,0.99587,0.00087,-0.01310,0.00281,0.02819
IBM171124P00115000,IBM,2017-11-24,115.00,put,0.00,0.01,0.00,0,0.03,37,0,0,2017-11-15,0.56608,-0.00242,0.00058,-0.00547,0.00174,-0.00009
IBM171124C00120000,IBM,2017-11-24,120.00,call,0.00,27.12,25.20,11,29.05,11,0,0,2017-11-15,0.01976,1.00000,0.00000,-0.00381,0.00000,0.02958
IBM171124P00120000,IBM,2017-11-24,120.00,put,0.06,0.01,0.00,0,0.03,35,0,11,2017-11-15,0.46853,-0.00249,0.00071,-0.00464,0.00179,-0.00009
IBM171124C00125000,IBM,2017-11-24,125.00,call,0.00,22.15,20.25,6,24.05,11,0,0,2017-11-15,0.40999,0.99485,0.00157,-0.01176,0.00343,0.03062
IBM171124P00125000,IBM,2017-11-24,125.00,put,0.02,0.01,0.00,0,0.04,24,0,25,2017-11-15,0.39048,-0.00357,0.00119,-0.00534,0.00247,-0.00013
IBM171124C00127000,IBM,2017-11-24,127.00,call,19.95,20.23,20.05,1,20.40,15,7,0,2017-11-15,0.46853,0.97921,0.00462,-0.03402,0.01156,0.03053
IBM171124P00127000,IBM,2017-11-24,127.00,put,0.00,0.01,0.00,0,0.04,15,0,0,2017-11-15,0.35146,-0.00352,0.00130,-0.00475,0.00244,-0.00013
IBM171124C00128000,IBM,2017-11-24,128.00,call,0.00,19.18,17.30,11,21.05,11,0,0,2017-11-15,0.40999,0.98599,0.00377,-0.02279,0.00825,0.03103
IBM171124P00128000,IBM,2017-11-24,128.00,put,0.00,0.01,0.00,0,0.08,36,0,0,2017-11-15,0.33194,-0.00347,0.00136,-0.00442,0.00241,-0.00013
IBM171124C00129000,IBM,2017-11-24,129.00,call,0.00,18.30,16.50,11,20.10,18,0,0,2017-11-15,0.46853,0.96603,0.00697,-0.04927,0.01742,0.03053
IBM171124P00129000,IBM,2017-11-24,129.00,put,0.00,0.03,0.01,5,0.04,12,0,0,2017-11-15,0.37097,-0.01107,0.00340,-0.01381,0.00673,-0.00041
IBM171124C00130000,IBM,2017-11-24,130.00,call,0.00,17.30,15.55,11,19.05,11,0,0,2017-11-15,0.44901,0.96343,0.00772,-0.05010,0.01850,0.03068
IBM171124P00130000,IBM,2017-11-24,130.00,put,0.18,0.04,0.01,5,0.07,25,0,1,2017-11-15,0.35146,-0.01154,0.00372,-0.01357,0.00698,-0.00043
IBM171124C00131000,IBM,2017-11-24,131.00,call,0.00,16.30,14.50,11,18.10,11,0,0,2017-11-15,0.42950,0.96051,0.00860,-0.05097,0.01970,0.03082
IBM171124P00131000,IBM,2017-11-24,131.00,put,0.00,0.07,0.01,5,0.12,42,0,0,2017-11-15,0.37097,-0.02149,0.00600,-0.02439,0.01188,-0.00080
IBM171124C00132000,IBM,2017-11-24,132.00,call,0.00,15.05,13.20,11,16.90,11,0,0,2017-11-15,0.01976,1.00000,0.00000,-0.00419,0.00000,0.03254
IBM171124P00132000,IBM,2017-11-24,132.00,put,0.03,0.03,0.01,10,0.05,30,0,2,2017-11-15,0.31243,-0.01261,0.00452,-0.01301,0.00753,-0.00047
IBM171124C00133000,IBM,2017-11-24,133.00,call,0.00,14.05,12.05,6,16.05,11,0,0,2017-11-15,0.01976,1.00000,0.00000,-0.00423,0.00000,0.03279
IBM171124P00133000,IBM,2017-11-24,133.00,put,0.04,0.04,0.01,10,0.08,23,0,1,2017-11-15,0.31243,-0.01857,0.00630,-0.01814,0.01050,-0.00069
IBM171124C00134000,IBM,2017-11-24,134.00,call,0.00,13.25,11.40,11,15.10,11,0,0,2017-11-15,0.33194,0.96570,0.00991,-0.03647,0.01756,0.03176
IBM171124P00134000,IBM,2017-11-24,134.00,put,0.08,0.01,0.00,0,0.04,70,20,1,2017-11-15,0.23438,-0.00523,0.00278,-0.00450,0.00347,-0.00019
IBM171124C00135000,IBM,2017-11-24,135.00,call,0.00,11.85,10.10,6,13.60,16,0,0,2017-11-15,0.01976,1.00000,0.00000,-0.00429,0.00000,0.03328
IBM171124P00135000,IBM,2017-11-24,135.00,put,0.09,0.01,0.00,0,0.04,24,6,4,2017-11-15,0.21487,-0.00509,0.00296,-0.00403,0.00340,-0.00019
IBM171124C00136000,IBM,2017-11-24,136.00,call,7.85,10.95,9.25,6,12.65,16,0,0,2017-11-15,0.01976,1.00000,0.00000,-0.00432,0.00000,0.03352
IBM171124P00136000,IBM,2017-11-24,136.00,put,0.03,0.03,0.01,25,0.05,110,8,2,2017-11-15,0.23438,-0.01547,0.00718,-0.01162,0.00898,-0.00057
IBM171124C00137000,IBM,2017-11-24,137.00,call,0.00,10.23,8.40,11,12.05,11,0,0,2017-11-15,0.25390,0.96495,0.01319,-0.02939,0.01787,0.03248
IBM171124P00137000,IBM,2017-11-24,137.00,put,0.12,0.03,0.01,44,0.06,99,3,164,2017-11-15,0.21487,-0.01644,0.00825,-0.01122,0.00946,-0.00060
IBM171124C00138000,IBM,2017-11-24,138.00,call,6.85,9.32,7.55,11,11.10,7,0,0,2017-11-15,0.27341,0.93518,0.02003,-0.04846,0.02922,0.03162
IBM171124P00138000,IBM,2017-11-24,138.00,put,0.13,0.04,0.02,45,0.06,41,14,99,2017-11-15,0.21487,-0.02756,0.01277,-0.01735,0.01465,-0.00101
IBM171124C00139000,IBM,2017-11-24,139.00,call,6.34,8.28,6.55,5,10.00,6,0,0,2017-11-15,0.23438,0.94122,0.02165,-0.03940,0.02708,0.03210
IBM171124P00139000,IBM,2017-11-24,139.00,put,0.13,0.05,0.02,66,0.08,54,5,283,2017-11-15,0.19536,-0.03068,0.01536,-0.01723,0.01601,-0.00113
IBM171124C00140000,IBM,2017-11-24,140.00,call,5.86,7.12,5.15,6,9.10,12,0,0,2017-11-15,0.01976,1.00000,0.00000,-0.00445,0.00000,0.03451
IBM171124P00140000,IBM,2017-11-24,140.00,put,0.11,0.06,0.03,71,0.09,31,0,187,2017-11-15,0.17585,-0.03471,0.01889,-0.01715,0.01773,-0.00127
